<<<<<<< HEAD
﻿material_number,gpl_group
"2600031-2","All Others"
"2600032-1","All Others"
"2600033-1","All Others"
"2600034-1","All Others"
"2600034-2","All Others"
"2600035-1","All Others"
"2600035-2","All Others"
"2600036-1","All Others"
"2600037-1","All Others"
"2600038-1","All Others"
"2600038-7","All Others"
"2600039-1","All Others"
"2600039-7","All Others"
"2600040-1","All Others"
"2600041-1","All Others"
"2600042-1","All Others"
"2600042-3","All Others"
"2600042-8","All Others"
"2600043-1","All Others"
"2600043-3","All Others"
"2600043-7","All Others"
"2600043-9","All Others"
"2600044-1","All Others"
"2600045-1","All Others"
"2600046-1","All Others"
"2600046-2","All Others"
"2600046-3","All Others"
"2600046-4","All Others"
"2600046-6","All Others"
"2600047-1","All Others"
"2600047-6","All Others"
"2600048-1","All Others"
"2713376002","All Others"
"2737863001","All Others"
"275447-1","All Others"
"280000-6","All Others"
"280001-9","All Others"
"280005-1","All Others"
"280050-2","All Others"
"280050-7","All Others"
"280073","All Others"
"280075-2","All Others"
"280080-2","All Others"
"280081-2","All Others"
"280095-2","All Others"
"280098-2","All Others"
"280099","All Others"
"280201-2","All Others"
"280223-2","All Others"
"280232","All Others"
"280233","All Others"
"280263","All Others"
"280289","All Others"
"280289-5","All Others"
"280311","All Others"
"280314","All Others"
"280371-1","All Others"
"280542","All Others"
"280628","All Others"
"280702-1","All Others"
"280755-2","All Others"
"280755-4","All Others"
"280756-2","All Others"
"280756-4","All Others"
"280919-2","All Others"
"280919-4","All Others"
"281091-2","All Others"
"281197-2","All Others"
"2813054001","All Others"
"2813056005","All Others"
"281369-2","All Others"
"281556-2","All Others"
"281734-2","All Others"
"281737-2","All Others"
"281810-1","All Others"
"281810-2","All Others"
"281812-1","All Others"
"281844-1","All Others"
"281852-1","All Others"
"281852-2","All Others"
"281856-2","All Others"
"281871-1","All Others"
"281871-3","All Others"
"281872-1","All Others"
"281881-1","All Others"
"281888-1","All Others"
"2819030-1","All Others"
"2819130-2","All Others"
"2819130-4","All Others"
"2819130-5","All Others"
"2819130-8","All Others"
"2819195-1","All Others"
"2819195-2","All Others"
"2819195-3","All Others"
"2819195-4","All Others"
"2819195-5","All Others"
"2819196-4","All Others"
"2819196-5","All Others"
"2819196-8","All Others"
"2819196-9","All Others"
"281934-2","All Others"
"281934-3","All Others"
"281934-4","All Others"
"281937-1","All Others"
"281937-3","All Others"
"281938-1","All Others"
"281938-2","All Others"
"281938-3","All Others"
"2819426-1","All Others"
"2819426-2","All Others"
"2819426-3","All Others"
"2819426-4","All Others"
"2819426-5","All Others"
"2819426-6","All Others"
"2819426-7","All Others"
"2819426-8","All Others"
"2819426-9","All Others"
"2819427-3","All Others"
"2819427-4","All Others"
"2819427-6","All Others"
"2819427-7","All Others"
"2819433-1","All Others"
"2819548-1","All Others"
"2819548-2","All Others"
"2819548-3","All Others"
"2819548-4","All Others"
"2819548-6","All Others"
"2819548-7","All Others"
"2819639-1","All Others"
"2819640-1","All Others"
"2819641-1","All Others"
"2819642-1","All Others"
"2819643-1","All Others"
"2819644-1","All Others"
"2819645-1","All Others"
"2819646-1","All Others"
"2819647-1","All Others"
"2819648-1","All Others"
"2819649-1","All Others"
"2819651-1","All Others"
"2819652-1","All Others"
"2819654-1","All Others"
"2819656-1","All Others"
"2819657-1","All Others"
"2819658-1","All Others"
"2819661-1","All Others"
"2819684-1","All Others"
"281988-2","All Others"
"281990-2","All Others"
"281991-2","All Others"
"282000-015","All Others"
"282001-009","All Others"
"282016-1","All Others"
"282036-1","All Others"
"282037-1","All Others"
"282064-000","All Others"
"282079-2","All Others"
"282080-1","All Others"
"282080-2","All Others"
"282080-3","All Others"
"282081-1","All Others"
"282087-1","All Others"
"282088-1","All Others"
"282088-2","All Others"
"282089-1","All Others"
"282090-1","All Others"
"282103-1","All Others"
"282104-1","All Others"
"282104-2","All Others"
"282104-3","All Others"
"282105-1","All Others"
"282105-2","All Others"
"282106-1","All Others"
"282107-1","All Others"
"282108-1","All Others"
"282109-1","All Others"
"282109-3","All Others"
"282109-5","All Others"
"282110-1","All Others"
"282159-6","All Others"
"282167-1","All Others"
"282167-3","All Others"
"282170-2","All Others"
"282180-1","All Others"
"282180-3","All Others"
"282189-1","All Others"
"282189-2","All Others"
"282189-3","All Others"
"282189-4","All Others"
"282189-5","All Others"
"282190-1","All Others"
"282190-2","All Others"
"282191-1","All Others"
"282191-2","All Others"
"282192-1","All Others"
"282193-1","All Others"
"282194-1","All Others"
"282224-1","All Others"
"282225-1","All Others"
"2822343-1","All Others"
"2822343-3","All Others"
"2822344-1","All Others"
"2822346-1","All Others"
"2822348-1","All Others"
"2822352-1","All Others"
"2822352-2","All Others"
"2822353-1","All Others"
"2822354-1","All Others"
"2822354-2","All Others"
"2822355-1","All Others"
"2822356-1","All Others"
"2822357-1","All Others"
"2822358-1","All Others"
"2822362-2","All Others"
"2822363-1","All Others"
"2822365-1","All Others"
"2822365-2","All Others"
"2822366-1","All Others"
"2822388-1","All Others"
"2822390-1","All Others"
"2822393-1","All Others"
"2822395-1","All Others"
"282240-1","All Others"
"2822636-1","All Others"
"2822638-1","All Others"
"282273-1","All Others"
"282278-1","All Others"
"282278-4","All Others"
"282289-1","All Others"
"2823064-1","All Others"
"282308-1","All Others"
"282322-1","All Others"
"282342-1","All Others"
"282362-1","All Others"
"282365-1","All Others"
"282366-1","All Others"
"282367-1","All Others"
"282368-1","All Others"
"282369-1","All Others"
"282369-2","All Others"
"282369-4","All Others"
"282370-1","All Others"
"282372-1","All Others"
"282374-1","All Others"
"282375-1","All Others"
"282376-1","All Others"
"282377-1","All Others"
"282378-1","All Others"
"282379-1","All Others"
"282403-1","All Others"
"282404-1","All Others"
"282404-3","All Others"
"282435-1","All Others"
"282435-2","All Others"
"282435-5","All Others"
"282435-6","All Others"
"282438-1","All Others"
"282455-1","All Others"
"282465-1","All Others"
"282466-1","All Others"
"282480-1","All Others"
"282525-5","All Others"
"282526-5","All Others"
"282533-2","All Others"
"282536-1","All Others"
"282545-1","All Others"
"282627-1","All Others"
"282680-1","All Others"
"282681-1","All Others"
"282682-1","All Others"
"282683-1","All Others"
"282686-1","All Others"
"282729-1","All Others"
"282762-1","All Others"
"282764-1","All Others"
"282766-1","All Others"
"282770-1","All Others"
"282943-1","All Others"
"282945-1","All Others"
"282956-1","All Others"
"282989-1","All Others"
"282989-2","All Others"
"282990-2","All Others"
"282990-3","All Others"
"282990-4","All Others"
"282991-2","All Others"
"282991-3","All Others"
"282991-4","All Others"
"282992-1","All Others"
"282992-2","All Others"
"282993-2","All Others"
"282993-3","All Others"
"282993-4","All Others"
"282994-2","All Others"
"282994-3","All Others"
"282994-4","All Others"
"2834171-3","All Others"
"2834172-3","All Others"
"2840467-1","All Others"
"284073-1","All Others"
"284080-1","All Others"
"284087-1","All Others"
"284087-2","All Others"
"2840876-4","All Others"
"2840877-4","All Others"
"284088-1","All Others"
"284088-2","All Others"
"284106-2","All Others"
"284106-3","All Others"
"284107-1","All Others"
"284108-1","All Others"
"284159-1","All Others"
"284159-3","All Others"
"284162-1","All Others"
"284166-2","All Others"
"284223-3","All Others"
"284223-4","All Others"
"284224-1","All Others"
"284224-2","All Others"
"284224-5","All Others"
"284224-6","All Others"
"284229-1","All Others"
"284229-2","All Others"
"284255-1","All Others"
"284255-2","All Others"
"284257-1","All Others"
"284257-2","All Others"
"284257-3","All Others"
"284257-4","All Others"
"284257-5","All Others"
"284257-6","All Others"
"284258-1","All Others"
"284258-2","All Others"
"284258-3","All Others"
"284258-4","All Others"
"284258-5","All Others"
"284258-6","All Others"
"284259-1","All Others"
"284260-1","All Others"
"284262-1","All Others"
"284263-1","All Others"
"284321-1","All Others"
"284322-1","All Others"
"284340-2","All Others"
"284352-1","All Others"
"284357-1","All Others"
"284360-1","All Others"
"284362-1","All Others"
"284362-2","All Others"
"284362-3","All Others"
"284362-4","All Others"
"284362-5","All Others"
"284366-1","All Others"
"284366-2","All Others"
"284366-3","All Others"
"284366-4","All Others"
"284366-5","All Others"
"284371-1","All Others"
"284387-1","All Others"
"284423-4","All Others"
"284425-1","All Others"
"284436-1","All Others"
"284442-1","All Others"
"284443-4","All Others"
"284556-1","All Others"
"284581-1","All Others"
"284583-1","All Others"
"284617-1","All Others"
"284666-1","All Others"
"284703-1","All Others"
"284714-2","All Others"
"284716-2","All Others"
"284716-3","All Others"
"284716-4","All Others"
"284722-1","All Others"
"284723-1","All Others"
"284742-1","All Others"
"284743-1","All Others"
"284803-1","All Others"
"284818-1","All Others"
"284818-2","All Others"
"284820-1","All Others"
"284839-1","All Others"
"284844-1","All Others"
"284844-2","All Others"
"284844-4","All Others"
"284848-1","All Others"
"284848-2","All Others"
"284863-1","All Others"
"284875-1","All Others"
"284879-3","All Others"
"284902-1","All Others"
"284905-1","All Others"
"284908-1","All Others"
"284972-1","All Others"
"284972-2","All Others"
"284999-3","All Others"
"2866050001","All Others"
"292173-8","All Others"
"293041-2","All Others"
"3-1105150-1","All Others"
"3-1203555-5","All Others"
"3-1355136-3","All Others"
"3-1355200-1","All Others"
"3-1355222-1","All Others"
"3-1355222-9","All Others"
"3-1355470-1","All Others"
"3-1393387-2","All Others"
"3-1394766-1","All Others"
"3-1394766-2","All Others"
"3-1417662-1","All Others"
"3-1417662-2","All Others"
"3-1418656-3","All Others"
"3-1418994-1","All Others"
"3-1419158-0","All Others"
"3-1437132-5","All Others"
"3-1437287-4","All Others"
"3-1437653-9","All Others"
"3-1437839-4","All Others"
"3-1437839-8","All Others"
"3-1437853-4","All Others"
"3-1438230-5","All Others"
"3-1438233-2","All Others"
"3-1452260-1","All Others"
"3-1452577-1","All Others"
"3-1534127-1","All Others"
"3-1534903-2","All Others"
"3-1534903-5","All Others"
"3-1534904-2","All Others"
"3-1534904-4","All Others"
"3-160256-1","All Others"
"3-1617109-8","All Others"
"3-1623933-4","All Others"
"3-1670459-1","All Others"
"3-1670730-2","All Others"
"3-1703843-2","All Others"
"3-1718179-1","All Others"
"3-1718230-1","All Others"
"3-1718624-2","All Others"
"3-1718643-1","All Others"
"3-1719081-1","All Others"
"3-1719434-1","All Others"
"3-1719434-2","All Others"
"3-1719434-3","All Others"
"3-1719887-3","All Others"
"3-1768060-0","All Others"
"3-1768060-1","All Others"
"3-1768401-4","All Others"
"3-1768815-1","All Others"
"3-179555-6","All Others"
"3-1813099-1","All Others"
"3-1813099-2","All Others"
"3-1813099-3","All Others"
"3-1823402-1","All Others"
"3-1823440-3","All Others"
"3-1897311-8","All Others"
"3-2005426-1","All Others"
"3-2005426-3","All Others"
"3-2005426-9","All Others"
"3-2005465-2","All Others"
"3-2098269-1","All Others"
"3-2109431-2","All Others"
"3-2109432-2","All Others"
"3-2112162-1","All Others"
"3-2112231-1","All Others"
"3-2112231-2","All Others"
"3-2112780-1","All Others"
"3-2112780-2","All Others"
"3-2112780-3","All Others"
"3-2112780-4","All Others"
"3-2112780-5","All Others"
"3-2112780-6","All Others"
"3-2112780-7","All Others"
"3-2133757-0","All Others"
"3-2133757-1","All Others"
"3-2133757-6","All Others"
"3-2133757-7","All Others"
"3-2208952-1","All Others"
"3-2209999-4","All Others"
"3-2278999-6","All Others"
"3-2293551-1","All Others"
"3-2308295-1","All Others"
"3-2322190-1","All Others"
"3-2356607-1","All Others"
"3-2356631-1","All Others"
"3-2366619-3","All Others"
"3-2371113-1","All Others"
"3-2375555-1","All Others"
"3-2375556-1","All Others"
"3-2392850-1","All Others"
"3-2394085-1","All Others"
"3-2399663-1","All Others"
"3-2399663-2","All Others"
"3-2399663-3","All Others"
"3-2600020-2","All Others"
"3-2600020-3","All Others"
"3-2600021-3","All Others"
"3-2600021-5","All Others"
"3-2600022-1","All Others"
"3-2600026-1","All Others"
"3-2819195-1","All Others"
"3-2819195-2","All Others"
"3-2819195-5","All Others"
"3-2819195-6","All Others"
"3-2819195-7","All Others"
"3-350566-1","All Others"
"3-350815-2","All Others"
"3-350819-2","All Others"
"3-350820-2","All Others"
"3-50871-0","All Others"
"3-520106-2","All Others"
"3-520107-2","All Others"
"3-520116-2","All Others"
"3-520132-2","All Others"
"3-520140-2","All Others"
"3-520338-2","All Others"
"3-520340-2","All Others"
"3-520402-2","All Others"
"3-520404-2","All Others"
"3-520406-2","All Others"
"3-520408-2","All Others"
"3-640311-1","All Others"
"3-640426-5","All Others"
"3-640600-3","All Others"
"3-641119-6","All Others"
"3-6437132-7","All Others"
"3-6437285-0","All Others"
"3-6437285-1","All Others"
"3-6437285-2","All Others"
"3-66104-0","All Others"
"3-770060-1","All Others"
"3-770565-2","All Others"
"3-794037-1","All Others"
"3-794121-1","All Others"
"3-827686-1","All Others"
"3-880490-2","All Others"
"3-880492-2","All Others"
"3-929118-1","All Others"
"3-929148-1","All Others"
"3-929463-1","All Others"
"3-953892-1","All Others"
"3-953893-1","All Others"
"3-963217-1","All Others"
"3-965442-2","All Others"
"3-965641-1","All Others"
"3-967325-1","All Others"
"3-967325-3","All Others"
"3-967402-1","All Others"
"3-967624-1","All Others"
"3-967624-6","All Others"
"3-967626-1","All Others"
"3-967627-1","All Others"
"3-967628-1","All Others"
"3-967629-1","All Others"
"3-967630-1","All Others"
"3-967644-1","All Others"
"3-967650-1","All Others"
"3-968297-2","All Others"
"3-968325-1","All Others"
"3-968654-1","All Others"
"3-968696-2","All Others"
"3-968976-9","All Others"
"3-968977-9","All Others"
"3-969474-1","All Others"
"3-969508-1","All Others"
"3000814006","All Others"
"3002083001","All Others"
